dataset,angle_deg,thickness_um,wavenumber_cm,observed_reflectance,model_raw_reflectance,fitted_reflectance,residual
SiC_10deg,10.0,7.455,1679.695,0.15549579189999999,0.16065467599721256,0.15607627925699127,-0.0005804873569912883
SiC_10deg,10.0,7.455,1682.587,0.1548154098,0.160150359285533,0.15557101720447677,-0.0007556074044767769
SiC_10deg,10.0,7.455,1685.48,0.1544189748,0.15968237862013634,0.1551021593101033,-0.0006831845101032963
SiC_10deg,10.0,7.455,1688.373,0.1538573248,0.15925428179106776,0.1546732600142426,-0.0008159352142425857
SiC_10deg,10.0,7.455,1691.265,0.1534929368,0.15886928066514872,0.15428753720435512,-0.0007946004043551114
SiC_10deg,10.0,7.455,1694.158,0.1533418334,0.15852989510359666,0.15394751546513394,-0.0006056820651339501
SiC_10deg,10.0,7.455,1697.051,0.1528446812,0.1582387366696315,0.15365581125516992,-0.0008111300551699174
SiC_10deg,10.0,7.455,1699.943,0.15257644839999998,0.15799802017267595,0.15341464353554227,-0.0008381951355422856
SiC_10deg,10.0,7.455,1702.836,0.1522460049,0.15780937703729137,0.153225646788915,-0.0009796418889150005
SiC_10deg,10.0,7.455,1705.729,0.1519700329,0.15767434637866212,0.15309036301554138,-0.0011203301155413847
SiC_10deg,10.0,7.455,1708.622,0.1519625403,0.15759401718686344,0.15300988324680664,-0.0010473429468066398
SiC_10deg,10.0,7.455,1711.514,0.1517853919,0.15756911536728274,0.15298493474880667,-0.0011995428488066617
SiC_10deg,10.0,7.455,1714.407,0.151742002,0.1575999872224108,0.15301586447317567,-0.0012738624731756798
SiC_10deg,10.0,7.455,1717.3,0.1521018531,0.1576866526953725,0.1531026924004219,-0.001000839300421913
SiC_10deg,10.0,7.455,1720.192,0.1521180149,0.15782869695986218,0.15324500292664847,-0.0011269880266484844
SiC_10deg,10.0,7.455,1723.085,0.15222141990000002,0.1580255110319344,0.15344218592637054,-0.0012207660263705289
SiC_10deg,10.0,7.455,1725.978,0.1522113692,0.1582760058474045,0.15369315029395447,-0.0014817810939544707
SiC_10deg,10.0,7.455,1728.87,0.1526370429,0.15857868778383127,0.15399639960716627,-0.001359356707166276
SiC_10deg,10.0,7.455,1731.763,0.152923628,0.15893206976100932,0.1543504439982712,-0.0014268159982711859
SiC_10deg,10.0,7.455,1734.656,0.153460987,0.1593340582375764,0.15475318600156718,-0.0012921990015671847
SiC_10deg,10.0,7.455,1737.549,0.1539897517,0.15978237214045643,0.15520234026811047,-0.001212588568110462
SiC_10deg,10.0,7.455,1740.441,0.1544637428,0.16027428925313492,0.15569517947859626,-0.001231436678596265
SiC_10deg,10.0,7.455,1743.334,0.1549716834,0.1608073628821037,0.15622925235319352,-0.0012575689531935108
SiC_10deg,10.0,7.455,1746.227,0.1553163157,0.16137842203745834,0.15680138195798246,-0.001485066257982448
SiC_10deg,10.0,7.455,1749.119,0.1563798527,0.16198404596550248,0.15740814112706966,-0.0010282884270696735
SiC_10deg,10.0,7.455,1752.012,0.15724155550000002,0.16262127544625027,0.15804656509341639,-0.000805009593416367
SiC_10deg,10.0,7.455,1754.905,0.1577656624,0.16328637922332462,0.15871291560641163,-0.000947253206411619
SiC_10deg,10.0,7.455,1757.797,0.1587200825,0.16397546397659493,0.15940329204790268,-0.0006832095479026856
SiC_10deg,10.0,7.455,1760.69,0.1595731626,0.16468525763876962,0.16011441621711336,-0.000541253617113352
SiC_10deg,10.0,7.455,1763.583,0.1603740982,0.1654117029798961,0.16084222327882025,-0.0004681250788202418
SiC_10deg,10.0,7.455,1766.476,0.1612821421,0.1661509287588971,0.1615828347353111,-0.0003006926353111006
SiC_10deg,10.0,7.455,1769.368,0.16183247560000003,0.16689878028058508,0.16233208810342925,-0.0004996125034292254
SiC_10deg,10.0,7.455,1772.261,0.1633093025,0.16765188102861558,0.16308660053755594,0.0002227019624440607
SiC_10deg,10.0,7.455,1775.154,0.16413379150000001,0.168406102334557,0.1638422356300775,0.0002915558699225218
SiC_10deg,10.0,7.455,1778.046,0.1647903388,0.1691573597931333,0.16459490131950694,0.00019543748049305476
SiC_10deg,10.0,7.455,1780.939,0.1654839348,0.16990241577969223,0.16534135391227012,0.00014258088772989286
SiC_10deg,10.0,7.455,1783.832,0.16624239549999997,0.17063733927104552,0.16607765501648225,0.00016474048351772241
SiC_10deg,10.0,7.455,1786.724,0.16711336870000001,0.17135832012924374,0.16679998735209675,0.0003133813479032632
SiC_10deg,10.0,7.455,1789.617,0.16772013430000002,0.1720624193547814,0.16750540641045839,0.0002147278895416327
SiC_10deg,10.0,7.455,1792.51,0.1688184193,0.1727460883124849,0.16819035690448292,0.0006280623955170761
SiC_10deg,10.0,7.455,1795.403,0.16972235779999997,0.17340618763133456,0.16885169357840488,0.0008706642215950966
SiC_10deg,10.0,7.455,1798.295,0.1701149028,0.1740395354826521,0.16948622863921342,0.0006286741607865742
SiC_10deg,10.0,7.455,1801.188,0.1707464203,0.1746437874414125,0.17009161326726277,0.0006548070327372368
SiC_10deg,10.0,7.455,1804.081,0.1712773915,0.17521613263925234,0.17066503132522143,0.000612360174778559
SiC_10deg,10.0,7.455,1806.973,0.1718298388,0.17575401058164256,0.1712039175189176,0.0006259212810824089
SiC_10deg,10.0,7.455,1809.866,0.1726168799,0.17625562855585777,0.17170647577518888,0.0009104041248111094
SiC_10deg,10.0,7.455,1812.759,0.1731808976,0.17671885228138023,0.1721705678128123,0.0010103297871877082
SiC_10deg,10.0,7.455,1815.651,0.17358002169999998,0.17714182993632377,0.17259433833866458,0.0009856833613353932
SiC_10deg,10.0,7.455,1818.544,0.17393300790000002,0.177523376528001,0.17297660013879157,0.0009564077612084498
SiC_10deg,10.0,7.455,1821.437,0.174260803,0.17786209959559884,0.17331595814221473,0.0009448448577852597
SiC_10deg,10.0,7.455,1824.33,0.1746650821,0.17815700160261833,0.17361141294255455,0.0010536691574454526
SiC_10deg,10.0,7.455,1827.222,0.17484460540000002,0.17840724960294893,0.1738621300323444,0.0009824753676556108
SiC_10deg,10.0,7.455,1830.115,0.17509610009999999,0.17861250653213068,0.17406777171529758,0.0010283283847024038
SiC_10deg,10.0,7.455,1833.008,0.17512727300000003,0.17877241128102084,0.17422797620537286,0.0008992967946271635
SiC_10deg,10.0,7.455,1835.9,0.1752255041,0.17888690720176179,0.1743426867485263,0.0008828173514737192
SiC_10deg,10.0,7.455,1838.793,0.1750438071,0.17895628790429396,0.17441219750506964,0.0006316095949303602
SiC_10deg,10.0,7.455,1841.686,0.174849221,0.178980956290118,0.17443691213174178,0.00041230886825821544
SiC_10deg,10.0,7.455,1844.578,0.1751597701,0.17896160826718113,0.17441752784096817,0.0007422422590318278
SiC_10deg,10.0,7.455,1847.471,0.1750954952,0.17889913779118927,0.17435494026417325,0.0007405549358267538
SiC_10deg,10.0,7.455,1850.364,0.17474129189999998,0.17879467111023034,0.1742502777605951,0.0004910141394048884
SiC_10deg,10.0,7.455,1853.257,0.1745938751,0.17864954764098107,0.17410488225764476,0.0004889928423552348
SiC_10deg,10.0,7.455,1856.149,0.1742660036,0.1784653811946268,0.17392037059159393,0.0003456330084060655
SiC_10deg,10.0,7.455,1859.042,0.1737334775,0.1782437825847502,0.1736983565954927,3.5120904507301987e-05
SiC_10deg,10.0,7.455,1861.935,0.17334220479999998,0.1779867327827352,0.1734408249540525,-9.862015405251445e-05
SiC_10deg,10.0,7.455,1864.827,0.1731581646,0.17769643629689197,0.17314998430793072,8.180292069281947e-06
SiC_10deg,10.0,7.455,1867.72,0.17274866,0.1773749535475687,0.17282789893973,-7.923893972999752e-05
SiC_10deg,10.0,7.455,1870.613,0.1723128091,0.17702479213442113,0.17247708114959748,-0.00016427204959748587
SiC_10deg,10.0,7.455,1873.505,0.1717258574,0.17664863734656597,0.17210022126021982,-0.0003743638602198285
SiC_10deg,10.0,7.455,1876.398,0.1712411917,0.17624890383182834,0.1716997384456755,-0.0004585467456754977
SiC_10deg,10.0,7.455,1879.291,0.1707838356,0.17582850315893794,0.17127854973242487,-0.0004947141324248838
SiC_10deg,10.0,7.455,1882.184,0.1700757798,0.17539031669923089,0.1708395418929299,-0.0007637620929299149
SiC_10deg,10.0,7.455,1885.076,0.16966214170000002,0.17493746475893052,0.1703858410824227,-0.0007236993824226712
SiC_10deg,10.0,7.455,1887.969,0.1690937134,0.1744726590592113,0.16992016410519453,-0.0008264507051945202
SiC_10deg,10.0,7.455,1890.862,0.168583275,0.1739991275586537,0.1694457449706289,-0.0008624699706288874
SiC_10deg,10.0,7.455,1893.754,0.16786068620000003,0.17352014163125168,0.16896586118490478,-0.0011051749849047554
SiC_10deg,10.0,7.455,1896.647,0.1672598609,0.1730384887487359,0.168483305444864,-0.0012234445448640052
SiC_10deg,10.0,7.455,1899.54,0.1666940711,0.17255745076979195,0.1680013657610308,-0.0013072946610308
SiC_10deg,10.0,7.455,1902.432,0.1659586505,0.17208028895436947,0.1675233095065811,-0.0015646590065810928
SiC_10deg,10.0,7.455,1905.325,0.1656341274,0.17160973276865915,0.16705187126408544,-0.0014177438640854412
SiC_10deg,10.0,7.455,1908.218,0.16487289910000003,0.17114895437227734,0.16659022913936808,-0.0017173300393680535
SiC_10deg,10.0,7.455,1911.111,0.16481422240000002,0.1707008892603541,0.16614132413013982,-0.001327101730139807
SiC_10deg,10.0,7.455,1914.003,0.1641263178,0.17026853203132947,0.16570815644821044,-0.0015818386482104319
SiC_10deg,10.0,7.455,1916.896,0.1635491873,0.1698543275229292,0.16529317551415,-0.0017439882141499774
SiC_10deg,10.0,7.455,1919.789,0.16330010260000002,0.16946105368207665,0.16489916448213865,-0.0015990618821386249
SiC_10deg,10.0,7.455,1922.681,0.16280373529999997,0.16909132566331708,0.16452874340882453,-0.0017250081088245606
SiC_10deg,10.0,7.455,1925.574,0.16224101529999999,0.1687472306539991,0.16418400339398545,-0.001942988093985465
SiC_10deg,10.0,7.455,1928.467,0.1617728026,0.16843108289265046,0.16386726301418544,-0.002094460414185456
SiC_10deg,10.0,7.455,1931.359,0.1615481176,0.16814498445205553,0.16358062828254075,-0.0020325106825407335
SiC_10deg,10.0,7.455,1934.252,0.1613968908,0.16789056063337876,0.1633257275468402,-0.0019288367468401901
SiC_10deg,10.0,7.455,1937.145,0.1612493985,0.16766954442021414,0.1631042970391526,-0.0018548985391526052
SiC_10deg,10.0,7.455,1940.038,0.1607245384,0.1674833608195141,0.16291776443760356,-0.0021932260376035517
SiC_10deg,10.0,7.455,1942.93,0.1607259743,0.16733326912413196,0.16276739139558874,-0.002041417095588749
SiC_10deg,10.0,7.455,1945.823,0.1605762317,0.16722016164515263,0.1626540718968287,-0.0020778401968287175
SiC_10deg,10.0,7.455,1948.716,0.1604365698,0.1671448709213277,0.16257864004066755,-0.0021420702406675374
SiC_10deg,10.0,7.455,1951.608,0.1605906986,0.16710795205957618,0.16254165197457124,-0.0019509533745712404
SiC_10deg,10.0,7.455,1954.501,0.1607155062,0.16710970139766979,0.16254340459179617,-0.0018278983917961733
SiC_10deg,10.0,7.455,1957.394,0.1607011921,0.16715023299400006,0.16258401216453616,-0.0018828200645361615
SiC_10deg,10.0,7.455,1960.286,0.1609184041,0.16722938131859133,0.1626633088525299,-0.001744904752529891
SiC_10deg,10.0,7.455,1963.179,0.1611472315,0.1673468462554819,0.16278099397724877,-0.001633762477248779
SiC_10deg,10.0,7.455,1966.072,0.16145030940000002,0.16750203281898113,0.16293647143770246,-0.0014861620377024376
SiC_10deg,10.0,7.455,1968.965,0.1615363742,0.1676941528539204,0.1631289516013268,-0.001592577401326789
SiC_10deg,10.0,7.455,1971.857,0.1621369887,0.16792212625098463,0.1633573523341436,-0.0012203636341436008
SiC_10deg,10.0,7.455,1974.75,0.16244699399999998,0.16818491688386827,0.16362063556763032,-0.0011736415676303347
SiC_10deg,10.0,7.455,1977.643,0.1627610617,0.16848106827941514,0.16391734209847425,-0.0011562803984742631
SiC_10deg,10.0,7.455,1980.535,0.1631285218,0.16880889864567344,0.16424578698220735,-0.0011172651822073387
SiC_10deg,10.0,7.455,1983.428,0.1634658446,0.1691669041012801,0.16460446351844346,-0.001138618918443468
SiC_10deg,10.0,7.455,1986.321,0.1642545869,0.16955308987202392,0.16499137319377047,-0.0007367862937704694
SiC_10deg,10.0,7.455,1989.213,0.164834018,0.16996527961509567,0.16540433558582818,-0.0005703175858281784
SiC_10deg,10.0,7.455,1992.106,0.1657273336,0.17040160046220337,0.1658414743156361,-0.00011414071563609074
SiC_10deg,10.0,7.455,1994.999,0.16641229089999998,0.17085964098760406,0.16630037343723775,0.00011191746276223435
SiC_10deg,10.0,7.455,1997.892,0.16678246219999998,0.1713370278202576,0.1667786551307129,3.8070692870706413e-06
SiC_10deg,10.0,7.455,2000.784,0.1671743202,0.17183112906377457,0.16727368256618683,-9.936236618682259e-05
SiC_10deg,10.0,7.455,2003.677,0.16796315409999998,0.17233975894350873,0.16778326587178227,0.00017988822821771167
SiC_10deg,10.0,7.455,2006.57,0.16859134709999998,0.17286016673936094,0.16830464917117988,0.0002866979288201066
SiC_10deg,10.0,7.455,2009.462,0.16933161989999998,0.17338954638602525,0.16883502113910898,0.0004965987608910039
SiC_10deg,10.0,7.455,2012.355,0.17000761109999998,0.17392561917611185,0.16937209879674656,0.0006355123032534271
SiC_10deg,10.0,7.455,2015.248,0.1705369709,0.17446554915510115,0.169913040873581,0.0006239300264190006
SiC_10deg,10.0,7.455,2018.14,0.1712954063,0.17500650105023305,0.17045500678213812,0.0008403995178618839
SiC_10deg,10.0,7.455,2021.033,0.17197313579999998,0.17554622184751434,0.1709957392851538,0.000977396514846185
SiC_10deg,10.0,7.455,2023.926,0.1726111995,0.17608193111358889,0.17153245273735415,0.0010787467626458547
SiC_10deg,10.0,7.455,2026.819,0.1733187031,0.17661108334186298,0.17206259686059766,0.0012561062394023381
SiC_10deg,10.0,7.455,2029.711,0.17397606710000002,0.17713101595223746,0.17258350408378315,0.0013925630162168745
SiC_10deg,10.0,7.455,2032.604,0.1744685681,0.17763967774081485,0.1730931193580349,0.0013754487419651018
SiC_10deg,10.0,7.455,2035.497,0.1749413821,0.17813456059460253,0.17358892986890664,0.001352452231093343
SiC_10deg,10.0,7.455,2038.389,0.1758294675,0.17861327119745163,0.1740685378139824,0.0017609296860175983
SiC_10deg,10.0,7.455,2041.282,0.17619422780000002,0.17907401647041896,0.1745301467531955,0.0016640810468045164
SiC_10deg,10.0,7.455,2044.175,0.1767657806,0.1795146187899691,0.1749715749810588,0.001794205618941197
SiC_10deg,10.0,7.455,2047.067,0.1769876032,0.17993305257590786,0.17539079312043146,0.0015968100795685503
SiC_10deg,10.0,7.455,2049.96,0.17760657829999998,0.18032785501715165,0.17578633561819293,0.001820242681807055
SiC_10deg,10.0,7.455,2052.853,0.17781987019999998,0.18069726419459475,0.17615643725252306,0.0016634329474769227
SiC_10deg,10.0,7.455,2055.746,0.17830358799999999,0.18103981253536028,0.17649962769958205,0.0018039603004179339
SiC_10deg,10.0,7.455,2058.638,0.17872294100000002,0.18135408011097476,0.1768144843692429,0.001908456630757116
SiC_10deg,10.0,7.455,2061.531,0.1787610744,0.1816391243582476,0.1771000629314819,0.0016610114685181032
SiC_10deg,10.0,7.455,2064.424,0.1791135173,0.18189383143455923,0.17735524745578327,0.001758269844216731
SiC_10deg,10.0,7.455,2067.316,0.17946335309999997,0.18211729251271835,0.1775791274113607,0.0018842256886392739
SiC_10deg,10.0,7.455,2070.209,0.1796420628,0.18230899087001956,0.17777118510691298,0.0018708776930870252
SiC_10deg,10.0,7.455,2073.102,0.1797708441,0.18246833955669894,0.17793083249243977,0.0018400116075602269
SiC_10deg,10.0,7.455,2075.994,0.1797689794,0.1825949643143729,0.1780576946080108,0.0017112847919892038
SiC_10deg,10.0,7.455,2078.887,0.17985134479999998,0.18268878480893821,0.1781516909689367,0.0016996538310632692
SiC_10deg,10.0,7.455,2081.78,0.1798403247,0.18274975122315673,0.178212771664597,0.00162755303540299
SiC_10deg,10.0,7.455,2084.673,0.1795543563,0.18277802946256844,0.17824110291152132,0.0013132533884786801
SiC_10deg,10.0,7.455,2087.565,0.1794663708,0.182773956608961,0.1782370224233566,0.0012293483766434021
SiC_10deg,10.0,7.455,2090.458,0.17954853629999998,0.18273802129293315,0.1782010197466388,0.0013475165533611833
SiC_10deg,10.0,7.455,2093.351,0.179270378,0.18267086897229604,0.17813374154908862,0.001136636450911388
SiC_10deg,10.0,7.455,2096.243,0.1793715719,0.18257334210031062,0.17803603186314432,0.0013355400368556813
SiC_10deg,10.0,7.455,2099.136,0.178931153,0.1824463257221789,0.17790877739302363,0.0010223756069763779
SiC_10deg,10.0,7.455,2102.029,0.1786641885,0.1822909449206626,0.17775310533045405,0.0009110831695459398
SiC_10deg,10.0,7.455,2104.921,0.1782203638,0.18210850169895149,0.1775703201192281,0.0006500436807719001
SiC_10deg,10.0,7.455,2107.814,0.1777760154,0.18190023505901054,0.17736166308381793,0.0004143523161820595
SiC_10deg,10.0,7.455,2110.707,0.1775003,0.18166769303036717,0.17712868515552968,0.00037161484447031934
SiC_10deg,10.0,7.455,2113.6,0.1771937258,0.18141248143009328,0.1768729951615367,0.0003207306384633013
SiC_10deg,10.0,7.455,2116.492,0.176564654,0.18113641291699806,0.1765964091584741,-3.175515847411714e-05
SiC_10deg,10.0,7.455,2119.385,0.17625417389999998,0.1808411089813014,0.1763005516760425,-4.6377776042522134e-05
SiC_10deg,10.0,7.455,2122.278,0.1758441983,0.18052856435807219,0.1759874211884383,-0.00014322288843829356
SiC_10deg,10.0,7.455,2125.17,0.175354806,0.1802008776997306,0.17565912028200215,-0.00030431428200214383
SiC_10deg,10.0,7.455,2128.063,0.174994431,0.17985987472636544,0.17531747809913212,-0.00032304709913211216
SiC_10deg,10.0,7.455,2130.956,0.17435645319999998,0.1795077786141453,0.17496472198333685,-0.0006082687833368627
SiC_10deg,10.0,7.455,2133.848,0.173958149,0.1791468764486544,0.17460314330733864,-0.0006449943073386366
SiC_10deg,10.0,7.455,2136.741,0.17326887800000002,0.17877911646774342,0.17423469396095675,-0.0009658159609567396
SiC_10deg,10.0,7.455,2139.634,0.1727288961,0.17840684657381933,0.17386172624773738,-0.0011328301477373792
SiC_10deg,10.0,7.455,2142.527,0.1723362654,0.17803230579199736,0.17348648338984454,-0.0011502179898445486
SiC_10deg,10.0,7.455,2145.419,0.1718819657,0.1776578651580924,0.1731113408675958,-0.0012293751675958031
SiC_10deg,10.0,7.455,2148.312,0.1713050817,0.17728549790388587,0.17273827561159227,-0.0014331939115922732
SiC_10deg,10.0,7.455,2151.205,0.1708661895,0.17691754567418638,0.17236963365605187,-0.0015034441560518863
SiC_10deg,10.0,7.455,2154.097,0.17053728140000002,0.17655631151919016,0.17200772236823458,-0.0014704409682345654
SiC_10deg,10.0,7.455,2156.99,0.1700755247,0.17620368041380247,0.17165443025642793,-0.001578905556427923
SiC_10deg,10.0,7.455,2159.883,0.1695227885,0.17586185839107818,0.17131196748889213,-0.0017891789888921372
SiC_10deg,10.0,7.455,2162.775,0.16906773269999997,0.17553296987520225,0.1709824624720417,-0.00191472977204174
SiC_10deg,10.0,7.455,2165.668,0.1688336044,0.17521872246430592,0.17066762600489774,-0.0018340216048977342
SiC_10deg,10.0,7.455,2168.561,0.16816476689999998,0.1749210798429137,0.17036942545290812,-0.002204658552908134
SiC_10deg,10.0,7.455,2171.454,0.1681175899,0.1746417916905601,0.17008961377537873,-0.001972023875378731
SiC_10deg,10.0,7.455,2174.346,0.1681037429,0.17438258629912404,0.16982992250386872,-0.0017261796038687272
SiC_10deg,10.0,7.455,2177.239,0.1677074917,0.17414481008421687,0.16959170057784326,-0.0018842088778432686
SiC_10deg,10.0,7.455,2180.132,0.16712066279999999,0.17392995798577182,0.169376445739498,-0.002255782939498019
SiC_10deg,10.0,7.455,2183.024,0.16697303940000002,0.1737393615469281,0.16918549202794753,-0.002212452627947503
SiC_10deg,10.0,7.455,2185.917,0.1669384797,0.17357402013567916,0.16901984068449896,-0.002081360984498959
SiC_10deg,10.0,7.455,2188.81,0.16668513999999998,0.17343499111901275,0.16888055105817268,-0.002195411058172697
SiC_10deg,10.0,7.455,2191.702,0.1666343072,0.17332314631401113,0.1687684966002706,-0.002134189400270603
SiC_10deg,10.0,7.455,2194.595,0.16669847399999999,0.17323909275405064,0.16868428548205217,-0.00198581148205218
SiC_10deg,10.0,7.455,2197.488,0.1666651372,0.17318340194288379,0.16862849027855265,-0.0019633530785526376
SiC_10deg,10.0,7.455,2200.381,0.1667290551,0.17315644326940088,0.16860148107108125,-0.001872425971081254
SiC_10deg,10.0,7.455,2203.273,0.1665822236,0.17315842049374747,0.1686034620017316,-0.002021238401731601
