dataset,angle_deg,thickness_um,wavenumber_cm,observed_reflectance,model_raw_reflectance,fitted_reflectance,residual
SiC_10deg,10.0,7.465,1644.982,0.1620072155,0.16758088364223245,0.1632438567518361,-0.0012366412518360903
SiC_10deg,10.0,7.465,1647.875,0.1610744099,0.16698685614673886,0.16265292193028977,-0.0015785120302897748
SiC_10deg,10.0,7.465,1650.768,0.16076283109999998,0.1663764703021282,0.16204571392578543,-0.001282882825785453
SiC_10deg,10.0,7.465,1653.66,0.1602198571,0.1657546185439609,0.16142709970249006,-0.001207242602490055
SiC_10deg,10.0,7.465,1656.553,0.1599294512,0.1651255790020977,0.1608013351171191,-0.0008718839171191206
SiC_10deg,10.0,7.465,1659.446,0.1594580367,0.16449428029372076,0.16017332312708965,-0.0007152864270896508
SiC_10deg,10.0,7.465,1662.338,0.1588048518,0.16386563193900805,0.159547947692239,-0.0007430958922390041
SiC_10deg,10.0,7.465,1665.231,0.1580943897,0.16324384060222744,0.15892939357575966,-0.0008350038757596601
SiC_10deg,10.0,7.465,1668.124,0.1574940518,0.16263368873155964,0.15832241832706412,-0.0008283665270641116
SiC_10deg,10.0,7.465,1671.016,0.156819118,0.16203983665605132,0.15773165801221736,-0.0009125400122173555
SiC_10deg,10.0,7.465,1673.909,0.1563582943,0.16146619738148085,0.15716100526479096,-0.0008027109647909536
SiC_10deg,10.0,7.465,1676.802,0.15594351010000002,0.1609171443444059,0.15661481075200373,-0.0006713006520037146
SiC_10deg,10.0,7.465,1679.695,0.15549579189999999,0.1603966570480059,0.1560970332586241,-0.000601241358624105
SiC_10deg,10.0,7.465,1682.587,0.1548154098,0.15990866763720935,0.15561158445772988,-0.0007961746577298812
SiC_10deg,10.0,7.465,1685.48,0.1544189748,0.15945637376247113,0.15516164535190982,-0.0007426705519098242
SiC_10deg,10.0,7.465,1688.373,0.1538573248,0.15904323115466734,0.15475065368053467,-0.0008933288805346717
SiC_10deg,10.0,7.465,1691.265,0.1534929368,0.15867236667705767,0.15438172002753595,-0.0008887832275359386
SiC_10deg,10.0,7.465,1694.158,0.1533418334,0.15834623633027262,0.15405728760691523,-0.0007154542069152392
SiC_10deg,10.0,7.465,1697.051,0.1528446812,0.1580673800982908,0.15377988317878125,-0.0009352019787812471
SiC_10deg,10.0,7.465,1699.943,0.15257644839999998,0.15783795008134419,0.1535516476389279,-0.0009751992389279152
SiC_10deg,10.0,7.465,1702.836,0.1522460049,0.1576595344727405,0.15337416091208256,-0.0011281560120825485
SiC_10deg,10.0,7.465,1705.729,0.1519700329,0.15753362549988348,0.15324890745669406,-0.0012788745566940651
SiC_10deg,10.0,7.465,1708.622,0.1519625403,0.15746127782442282,0.15317693644354743,-0.0012143961435474304
SiC_10deg,10.0,7.465,1711.514,0.1517853919,0.1574431895048123,0.15315894229680807,-0.0013735503968080598
SiC_10deg,10.0,7.465,1714.407,0.151742002,0.15747969457357755,0.15319525730993455,-0.0014532553099345646
SiC_10deg,10.0,7.465,1717.3,0.1521018531,0.15757080213163427,0.15328589053646058,-0.0011840374364605888
SiC_10deg,10.0,7.465,1720.192,0.1521180149,0.15771609677117293,0.15343042873130638,-0.001312413831306397
SiC_10deg,10.0,7.465,1723.085,0.15222141990000002,0.1579149805488349,0.15362827706417434,-0.0014068571641743244
SiC_10deg,10.0,7.465,1725.978,0.1522113692,0.15816638008803652,0.15387836774678068,-0.0016669985467806792
SiC_10deg,10.0,7.465,1728.87,0.1526370429,0.1584688269746137,0.15417924000993782,-0.0015421971099378318
SiC_10deg,10.0,7.465,1731.763,0.152923628,0.15882086643269658,0.15452944665174756,-0.0016058186517475537
SiC_10deg,10.0,7.465,1734.656,0.153460987,0.15922044439367994,0.15492694429766266,-0.0014659572976626623
SiC_10deg,10.0,7.465,1737.549,0.1539897517,0.15966532599773192,0.15536950972315908,-0.0013797580231590667
SiC_10deg,10.0,7.465,1740.441,0.1544637428,0.16015284301878435,0.1558544885937028,-0.0013907457937027967
SiC_10deg,10.0,7.465,1743.334,0.1549716834,0.16068060353511412,0.1563795014405869,-0.0014078180405869
SiC_10deg,10.0,7.465,1746.227,0.1553163157,0.16124550066765614,0.15694145756003108,-0.0016251418600310708
SiC_10deg,10.0,7.465,1749.119,0.1563798527,0.16184418324274352,0.15753702322551966,-0.0011571705255196685
SiC_10deg,10.0,7.465,1752.012,0.15724155550000002,0.162473757931372,0.15816332017153156,-0.0009217646715315442
SiC_10deg,10.0,7.465,1754.905,0.1577656624,0.16313056947000026,0.15881671216485393,-0.0010510497648539285
SiC_10deg,10.0,7.465,1757.797,0.1587200825,0.16381080377601714,0.15949340498006065,-0.0007733224800606509
SiC_10deg,10.0,7.465,1760.69,0.1595731626,0.16451126045248599,0.16019021488238022,-0.0006170522823802094
SiC_10deg,10.0,7.465,1763.583,0.1603740982,0.1652279641472314,0.16090318721643698,-0.0005290890164369733
SiC_10deg,10.0,7.465,1766.476,0.1612821421,0.1659571230169409,0.16162854988031952,-0.00034640778031952424
SiC_10deg,10.0,7.465,1769.368,0.16183247560000003,0.1666946652646808,0.16236225227601228,-0.0005297766760122558
SiC_10deg,10.0,7.465,1772.261,0.1633093025,0.16743728586725187,0.16310100658719498,0.00020829591280502324
SiC_10deg,10.0,7.465,1775.154,0.16413379150000001,0.16818093714826013,0.1638407862108135,0.0002930052891865209
SiC_10deg,10.0,7.465,1778.046,0.1647903388,0.1689216141491826,0.16457760703928354,0.00021273176071645583
SiC_10deg,10.0,7.465,1780.939,0.1654839348,0.16965614557731348,0.16530831429053966,0.00017562050946035024
SiC_10deg,10.0,7.465,1783.832,0.16624239549999997,0.17038067520099368,0.1660290718095476,0.0002133236904523772
SiC_10deg,10.0,7.465,1786.724,0.16711336870000001,0.17109146458044255,0.16673616061989402,0.00037720808010599516
SiC_10deg,10.0,7.465,1789.617,0.16772013430000002,0.1717856326154059,0.16742671462114164,0.0002934196788583754
SiC_10deg,10.0,7.465,1792.51,0.1688184193,0.17245969565298364,0.16809726829726565,0.0007211510027343437
SiC_10deg,10.0,7.465,1795.403,0.16972235779999997,0.17311057193872997,0.16874475593829924,0.0009776018617007332
SiC_10deg,10.0,7.465,1798.295,0.1701149028,0.1737351361941527,0.16936606853682762,0.0007488342631723766
SiC_10deg,10.0,7.465,1801.188,0.1707464203,0.1743310872960054,0.16995891694989818,0.0007875033501018314
SiC_10deg,10.0,7.465,1804.081,0.1712773915,0.17489566253097075,0.17052055284765488,0.0007568386523451043
SiC_10deg,10.0,7.465,1806.973,0.1718298388,0.17542634436345883,0.17104847180150504,0.0007813669984949589
SiC_10deg,10.0,7.465,1809.866,0.1726168799,0.17592137111978898,0.17154092130953588,0.00107595859046411
SiC_10deg,10.0,7.465,1812.759,0.1731808976,0.17637864253336344,0.17199581203972727,0.0011850855602727195
SiC_10deg,10.0,7.465,1815.651,0.17358002169999998,0.17679633528802596,0.1724113301686189,0.0011686915313810775
SiC_10deg,10.0,7.465,1818.544,0.17393300790000002,0.17717328289664636,0.17278631528214014,0.001146692617859879
SiC_10deg,10.0,7.465,1821.437,0.174260803,0.17750811240142544,0.17311940157049563,0.0011414014295043629
SiC_10deg,10.0,7.465,1824.33,0.1746650821,0.1777998392593263,0.17340960961645596,0.0012554724835440456
SiC_10deg,10.0,7.465,1827.222,0.17484460540000002,0.17804763973430582,0.17365611997257918,0.0011884854274208378
SiC_10deg,10.0,7.465,1830.115,0.17509610009999999,0.17825117913533317,0.17385859969032996,0.0012375004096700226
SiC_10deg,10.0,7.465,1833.008,0.17512727300000003,0.17841009706625488,0.17401669024987837,0.001110582750121658
SiC_10deg,10.0,7.465,1835.9,0.1752255041,0.17852433236933174,0.1741303308118896,0.0010951732881104015
SiC_10deg,10.0,7.465,1838.793,0.1750438071,0.17859416991114974,0.1741998047598542,0.0008440023401458108
SiC_10deg,10.0,7.465,1841.686,0.174849221,0.17862000029060254,0.17422550065909825,0.0006237203409017456
SiC_10deg,10.0,7.465,1844.578,0.1751597701,0.17860250233830768,0.17420809380605656,0.0009516762939434376
SiC_10deg,10.0,7.465,1847.471,0.1750954952,0.17854255133361685,0.1741484549231307,0.0009470402768693154
SiC_10deg,10.0,7.465,1850.364,0.17474129189999998,0.17844124957290744,0.17404768056783354,0.0006936113321664439
SiC_10deg,10.0,7.465,1853.257,0.1745938751,0.17829990975663412,0.17390707660633264,0.0006867984936673455
SiC_10deg,10.0,7.465,1856.149,0.1742660036,0.17812011427702645,0.17372821719247922,0.0005377864075207794
SiC_10deg,10.0,7.465,1859.042,0.1737334775,0.17790344428052512,0.17351267524082165,0.00022080225917836538
SiC_10deg,10.0,7.465,1861.935,0.17334220479999998,0.17765184395030129,0.17326238481256753,7.981998743245011e-05
SiC_10deg,10.0,7.465,1864.827,0.1731581646,0.17736747783237583,0.17297949918450334,0.00017866541549665937
SiC_10deg,10.0,7.465,1867.72,0.17274866,0.17705237040270694,0.17266603229259697,8.262770740302683e-05
SiC_10deg,10.0,7.465,1870.613,0.1723128091,0.17670898525013168,0.1723244348995502,-1.1625799550218918e-05
SiC_10deg,10.0,7.465,1873.505,0.1717258574,0.17633996136418334,0.17195733225557577,-0.00023147485557578618
SiC_10deg,10.0,7.465,1876.398,0.1712411917,0.17594767308130824,0.17156708633565773,-0.0003258946356577419
SiC_10deg,10.0,7.465,1879.291,0.1707838356,0.17553498309386276,0.17115654492817223,-0.00037270932817223823
SiC_10deg,10.0,7.465,1882.184,0.1700757798,0.17510472536098218,0.17072852723786744,-0.0006527474378674458
SiC_10deg,10.0,7.465,1885.076,0.16966214170000002,0.17465996928906818,0.17028608669095344,-0.0006239449909534178
SiC_10deg,10.0,7.465,1887.969,0.1690937134,0.1742033837542494,0.16983187826864032,-0.0007381648686403119
SiC_10deg,10.0,7.465,1890.862,0.168583275,0.17373814539050403,0.16936906206645774,-0.0007857870664577382
SiC_10deg,10.0,7.465,1893.754,0.16786068620000003,0.17326747434214845,0.1689008414637466,-0.0010401552637465672
SiC_10deg,10.0,7.465,1896.647,0.1672598609,0.17279411597621352,0.168429947534386,-0.0011700866343860028
SiC_10deg,10.0,7.465,1899.54,0.1666940711,0.1723213021867367,0.16795959534626553,-0.0012655242462655258
SiC_10deg,10.0,7.465,1902.432,0.1659586505,0.17185224543167432,0.1674929806323834,-0.0015343301323834102
SiC_10deg,10.0,7.465,1905.325,0.1656341274,0.17138963612066616,0.16703277979535122,-0.0013986523953512242
SiC_10deg,10.0,7.465,1908.218,0.16487289910000003,0.17093660054117837,0.1665821028463048,-0.0017092037463047882
SiC_10deg,10.0,7.465,1911.111,0.16481422240000002,0.17049603303848818,0.16614382906174707,-0.001329606661747057
SiC_10deg,10.0,7.465,1914.003,0.1641263178,0.1700708867762282,0.1657208962303115,-0.001594578430311494
SiC_10deg,10.0,7.465,1916.896,0.1635491873,0.1696635749941055,0.16531570502770163,-0.0017665177277016164
SiC_10deg,10.0,7.465,1919.789,0.16330010260000002,0.1692768391274698,0.1649309826165849,-0.0016308800165848736
SiC_10deg,10.0,7.465,1922.681,0.16280373529999997,0.16891326114776198,0.16456929752593388,-0.0017655622259339088
SiC_10deg,10.0,7.465,1925.574,0.16224101529999999,0.1685749044080633,0.16423270236643425,-0.0019916870664342667
SiC_10deg,10.0,7.465,1928.467,0.1617728026,0.1682640560566353,0.16392347237881147,-0.0021506697788114815
SiC_10deg,10.0,7.465,1931.359,0.1615481176,0.167982795025985,0.1636436756720662,-0.0020955580720661837
SiC_10deg,10.0,7.465,1934.252,0.1613968908,0.16773273188340315,0.16339491442842352,-0.001998023628423523
SiC_10deg,10.0,7.465,1937.145,0.1612493985,0.16751558333197258,0.16317889641332806,-0.0019294979133280543
SiC_10deg,10.0,7.465,1940.038,0.1607245384,0.16733276347374537,0.16299702836661947,-0.0022724899666194676
SiC_10deg,10.0,7.465,1942.93,0.1607259743,0.16718552345689433,0.16285055492264186,-0.0021245806226418695
SiC_10deg,10.0,7.465,1945.823,0.1605762317,0.16707475398059543,0.16274036214334114,-0.0021641304433411557
SiC_10deg,10.0,7.465,1948.716,0.1604365698,0.1670012865622139,0.16266727721696975,-0.002230707416969735
SiC_10deg,10.0,7.465,1951.608,0.1605906986,0.16696567958145186,0.16263185561614815,-0.002041157016148154
SiC_10deg,10.0,7.465,1954.501,0.1607155062,0.16696823742249034,0.1626344001403479,-0.0019188939403479155
SiC_10deg,10.0,7.465,1957.394,0.1607011921,0.16700908413527663,0.1626750341936775,-0.001973842093677486
SiC_10deg,10.0,7.465,1960.286,0.1609184041,0.1670880681162723,0.16275360696188904,-0.0018352028618890404
SiC_10deg,10.0,7.465,1963.179,0.1611472315,0.16720490601211033,0.16286983656683268,-0.0017226050668326942
SiC_10deg,10.0,7.465,1966.072,0.16145030940000002,0.16735902260002788,0.16302315078051685,-0.0015728413805168318
SiC_10deg,10.0,7.465,1968.965,0.1615363742,0.1675496522137923,0.16321278792298233,-0.0016764137229823284
SiC_10deg,10.0,7.465,1971.857,0.1621369887,0.16777574042558746,0.16343769905606023,-0.0013007103560602196
SiC_10deg,10.0,7.465,1974.75,0.16244699399999998,0.16803627699541315,0.1636968791993435,-0.00124988519934352
SiC_10deg,10.0,7.465,1977.643,0.1627610617,0.1683298352115697,0.1639889090689942,-0.0012278473689942004
SiC_10deg,10.0,7.465,1980.535,0.1631285218,0.16865476522434303,0.16431214740487912,-0.0011836256048791127
SiC_10deg,10.0,7.465,1983.428,0.1634658446,0.1690095934667618,0.16466512831183042,-0.0011992837118304234
SiC_10deg,10.0,7.465,1986.321,0.1642545869,0.16939235960703547,0.16504590166409527,-0.0007913147640952745
SiC_10deg,10.0,7.465,1989.213,0.164834018,0.1698009229605856,0.1654523379221003,-0.0006183199221002911
SiC_10deg,10.0,7.465,1992.106,0.1657273336,0.170233443115142,0.16588260625527831,-0.00015527265527831569
SiC_10deg,10.0,7.465,1994.999,0.16641229089999998,0.1706875451642418,0.1663343441215965,7.794677840347597e-05
SiC_10deg,10.0,7.465,1997.892,0.16678246219999998,0.17116089109098276,0.16680522567652506,-2.2763476525078374e-05
SiC_10deg,10.0,7.465,2000.784,0.1671743202,0.17165088557312502,0.1672926691098005,-0.00011834890980050305
SiC_10deg,10.0,7.465,2003.677,0.16796315409999998,0.17215537467260456,0.16779453169736522,0.00016862240263476602
SiC_10deg,10.0,7.465,2006.57,0.16859134709999998,0.17267164306638944,0.16830811225292142,0.0002832348470785673
SiC_10deg,10.0,7.465,2009.462,0.16933161989999998,0.1731969191584145,0.1688306536101114,0.0005009662898885769
SiC_10deg,10.0,7.465,2012.355,0.17000761109999998,0.17372895331626625,0.16935991784873963,0.0006476932512603506
SiC_10deg,10.0,7.465,2015.248,0.1705369709,0.1742649416010573,0.169893115628012,0.0006438552719880142
SiC_10deg,10.0,7.465,2018.14,0.1712954063,0.17480207911130563,0.17042745664955122,0.0008679496504487849
SiC_10deg,10.0,7.465,2021.033,0.17197313579999998,0.1753381375928839,0.17096072426014663,0.0010124115398533473
SiC_10deg,10.0,7.465,2023.926,0.1726111995,0.1758703635465414,0.1714901792960378,0.0011210202039622086
SiC_10deg,10.0,7.465,2026.819,0.1733187031,0.17639623511937041,0.17201331303379142,0.0013053900662085838
SiC_10deg,10.0,7.465,2029.711,0.17397606710000002,0.17691311235682763,0.17252749926320884,0.0014485678367911758
SiC_10deg,10.0,7.465,2032.604,0.1744685681,0.17741896141610247,0.17303071473023626,0.0014378533697637363
SiC_10deg,10.0,7.465,2035.497,0.1749413821,0.1779112925605031,0.17352048266045023,0.001420899439549761
SiC_10deg,10.0,7.465,2038.389,0.1758294675,0.17838772823896282,0.17399443788098248,0.0018350296190175197
SiC_10deg,10.0,7.465,2041.282,0.17619422780000002,0.1788464865364034,0.17445080775390506,0.0017434200460949567
SiC_10deg,10.0,7.465,2044.175,0.1767657806,0.1792854010992994,0.17488743720433736,0.001878343395662646
SiC_10deg,10.0,7.465,2047.067,0.1769876032,0.17970245489572279,0.17530231970158586,0.001685283498414153
SiC_10deg,10.0,7.465,2049.96,0.17760657829999998,0.1800961899849272,0.1756940048953532,0.001912573404646789
SiC_10deg,10.0,7.465,2052.853,0.17781987019999998,0.18046484853095435,0.17606074410146863,0.0017591260985313495
SiC_10deg,10.0,7.465,2055.746,0.17830358799999999,0.18080696427659526,0.17640107869647,0.0019025093035299756
SiC_10deg,10.0,7.465,2058.638,0.17872294100000002,0.18112111640715187,0.17671359526281952,0.002009345737180507
SiC_10deg,10.0,7.465,2061.531,0.1787610744,0.1814063592825344,0.17699735308369527,0.0017637213163047283
SiC_10deg,10.0,7.465,2064.424,0.1791135173,0.18166157410135952,0.17725123918250804,0.0018622781174919556
SiC_10deg,10.0,7.465,2067.316,0.17946335309999997,0.1818858446763787,0.1774743421419374,0.0019890109580625592
SiC_10deg,10.0,7.465,2070.209,0.1796420628,0.18207864593209183,0.1776661396201738,0.0019759231798262
SiC_10deg,10.0,7.465,2073.102,0.1797708441,0.18223937998593506,0.17782603684739784,0.0019448072526021543
SiC_10deg,10.0,7.465,2075.994,0.1797689794,0.18236765957178847,0.17795364857370577,0.0018153308262942314
SiC_10deg,10.0,7.465,2078.887,0.17985134479999998,0.18246339153856744,0.1780488821329837,0.0018024626670162802
SiC_10deg,10.0,7.465,2081.78,0.1798403247,0.18252651011865612,0.17811167210002044,0.0017286525999795632
SiC_10deg,10.0,7.465,2084.673,0.1795543563,0.18255716445622144,0.17814216684249654,0.00141218945750346
SiC_10deg,10.0,7.465,2087.565,0.1794663708,0.18255567273479179,0.17814068288738752,0.0013256879126124776
SiC_10deg,10.0,7.465,2090.458,0.17954853629999998,0.18252250632287464,0.1781076891491241,0.0014408471508758902
SiC_10deg,10.0,7.465,2093.351,0.179270378,0.18245828982153944,0.17804380697692715,0.0012265710230728588
SiC_10deg,10.0,7.465,2096.243,0.1793715719,0.18236384378812165,0.1779498526560802,0.001421719243919789
SiC_10deg,10.0,7.465,2099.136,0.178931153,0.18224003392771063,0.1778266873845689,0.0011044656154311217
SiC_10deg,10.0,7.465,2102.029,0.1786641885,0.18208796227786858,0.17767540746243837,0.0009887810375616146
SiC_10deg,10.0,7.465,2104.921,0.1782203638,0.18190890727153453,0.17749728466674677,0.0007230791332532294
SiC_10deg,10.0,7.465,2107.814,0.1777760154,0.18170408763431062,0.1772935313780686,0.0004824840219313786
SiC_10deg,10.0,7.465,2110.707,0.1775003,0.1814750275173594,0.17706566381240738,0.0004346361875926241
SiC_10deg,10.0,7.465,2113.6,0.1771937258,0.18122331007043108,0.17681525687719124,0.00037846892280876676
SiC_10deg,10.0,7.465,2116.492,0.176564654,0.18095072428189807,0.17654409024681672,2.0563753183266975e-05
SiC_10deg,10.0,7.465,2119.385,0.17625417389999998,0.180658871926671,0.1762537573569045,4.165430954883309e-07
SiC_10deg,10.0,7.465,2122.278,0.1758441983,0.18034972488421788,0.17594621982076436,-0.000102021520764356
SiC_10deg,10.0,7.465,2125.17,0.175354806,0.18002535964655694,0.17562354331961397,-0.0002687373196139653
SiC_10deg,10.0,7.465,2128.063,0.174994431,0.1796875839659455,0.1752875261940448,-0.0002930951940448012
SiC_10deg,10.0,7.465,2130.956,0.17435645319999998,0.17933860047340733,0.17494035960756502,-0.0005839064075650324
SiC_10deg,10.0,7.465,2133.848,0.173958149,0.17898067688200997,0.17458429946689114,-0.0006261504668911289
SiC_10deg,10.0,7.465,2136.741,0.17326887800000002,0.17861574626238774,0.1742212687785489,-0.0009523907785488894
SiC_10deg,10.0,7.465,2139.634,0.1727288961,0.17824613948065968,0.17385358627351385,-0.0011246901735138537
SiC_10deg,10.0,7.465,2142.527,0.1723362654,0.17787408093623214,0.17348346477034443,-0.0011471993703444372
SiC_10deg,10.0,7.465,2145.419,0.1718819657,0.17750192773812803,0.17311324910629203,-0.0012312834062920275
SiC_10deg,10.0,7.465,2148.312,0.1713050817,0.17713164307638898,0.1727448922504797,-0.0014398105504797032
SiC_10deg,10.0,7.465,2151.205,0.1708661895,0.17676555776640523,0.17238071288341822,-0.0015145233834182315
SiC_10deg,10.0,7.465,2154.097,0.17053728140000002,0.17640596601699843,0.17202299326963388,-0.0014857118696338656
SiC_10deg,10.0,7.465,2156.99,0.1700755247,0.1760547473753222,0.1716736031708301,-0.0015980784708301
SiC_10deg,10.0,7.465,2159.883,0.1695227885,0.17571410249371971,0.17133473178213593,-0.001811943282135936
SiC_10deg,10.0,7.465,2162.775,0.16906773269999997,0.1753861525630966,0.17100848925094153,-0.001940756550941558
SiC_10deg,10.0,7.465,2165.668,0.1688336044,0.17507260472221592,0.17069657382816622,-0.0018629694281662168
SiC_10deg,10.0,7.465,2168.561,0.16816476689999998,0.17477542302660465,0.17040093934391234,-0.00223617244391236
SiC_10deg,10.0,7.465,2171.454,0.1681175899,0.17449635972885402,0.1701233289280521,-0.002005739028052095
SiC_10deg,10.0,7.465,2174.346,0.1681037429,0.17423714754791556,0.16986546627851562,-0.0017617233785156283
SiC_10deg,10.0,7.465,2177.239,0.1677074917,0.17399913905212921,0.16962869692179225,-0.0019212052217922604
SiC_10deg,10.0,7.465,2180.132,0.16712066279999999,0.17378383702491215,0.16941451581738673,-0.0022938530173867433
SiC_10deg,10.0,7.465,2183.024,0.16697303940000002,0.17359258280846113,0.16922425732409163,-0.0022512179240916086
SiC_10deg,10.0,7.465,2185.917,0.1669384797,0.17342638642596236,0.1690589262066289,-0.0021204465066289035
SiC_10deg,10.0,7.465,2188.81,0.16668513999999998,0.17328631803410036,0.16891958705014679,-0.002234447050146804
SiC_10deg,10.0,7.465,2191.702,0.1666343072,0.17317326387394208,0.16880712148169244,-0.0021728142816924423
SiC_10deg,10.0,7.465,2194.595,0.16669847399999999,0.17308784538113398,0.1687221477015438,-0.0020236737015438266
SiC_10deg,10.0,7.465,2197.488,0.1666651372,0.1730306508314508,0.1686652509227468,-0.0020001137227468047
SiC_10deg,10.0,7.465,2200.381,0.1667290551,0.17300206700133797,0.16863681590808,-0.0019077608080800001
SiC_10deg,10.0,7.465,2203.273,0.1665822236,0.1730023165142393,0.16863706412194712,-0.0020548405219471266
