dataset,angle_deg,preprocessing,wavenumber_cm,processed_signal
SiC_10deg,10.0,center_only,1586.347,-0.010713848760120076
SiC_10deg,10.0,center_only,1588.347,-0.010441922904518453
SiC_10deg,10.0,center_only,1590.347,-0.010086107973398095
SiC_10deg,10.0,center_only,1592.347,-0.010057066058045405
SiC_10deg,10.0,center_only,1594.347,-0.009901772078792281
SiC_10deg,10.0,center_only,1596.347,-0.0097101678290685
SiC_10deg,10.0,center_only,1598.347,-0.009769451587920891
SiC_10deg,10.0,center_only,1600.347,-0.009945393058045399
SiC_10deg,10.0,center_only,1602.347,-0.009757471364269465
SiC_10deg,10.0,center_only,1604.347,-0.010001063786261172
SiC_10deg,10.0,center_only,1606.347,-0.010040232401613863
SiC_10deg,10.0,center_only,1608.347,-0.010498317380866984
SiC_10deg,10.0,center_only,1610.347,-0.010630886246219662
SiC_10deg,10.0,center_only,1612.347,-0.01082165696406201
SiC_10deg,10.0,center_only,1614.347,-0.011190761727339987
SiC_10deg,10.0,center_only,1616.347,-0.011478907283356626
SiC_10deg,10.0,center_only,1618.347,-0.011640538207837947
SiC_10deg,10.0,center_only,1620.347,-0.011794889282319282
SiC_10deg,10.0,center_only,1622.347,-0.012013833337298496
SiC_10deg,10.0,center_only,1624.347,-0.012093551260949964
SiC_10deg,10.0,center_only,1626.347,-0.01232316855784693
SiC_10deg,10.0,center_only,1628.347,-0.012548494610742505
SiC_10deg,10.0,center_only,1630.347,-0.01265519844770202
SiC_10deg,10.0,center_only,1632.347,-0.012770673887506023
SiC_10deg,10.0,center_only,1634.347,-0.012943091686261177
SiC_10deg,10.0,center_only,1636.347,-0.013270006292692677
SiC_10deg,10.0,center_only,1638.347,-0.013466514624099563
SiC_10deg,10.0,center_only,1640.347,-0.013741477227339982
SiC_10deg,10.0,center_only,1642.347,-0.014199827069648285
SiC_10deg,10.0,center_only,1644.347,-0.014357667096427162
SiC_10deg,10.0,center_only,1646.347,-0.014999050289373178
SiC_10deg,10.0,center_only,1648.347,-0.015205418682941674
SiC_10deg,10.0,center_only,1650.347,-0.015723139778965
SiC_10deg,10.0,center_only,1652.347,-0.015718105514477
SiC_10deg,10.0,center_only,1654.347,-0.01613079650484489
SiC_10deg,10.0,center_only,1656.347,-0.016468759519871146
SiC_10deg,10.0,center_only,1658.347,-0.016840054388750803
SiC_10deg,10.0,center_only,1660.347,-0.01710983257796242
SiC_10deg,10.0,center_only,1662.347,-0.01760859007526533
SiC_10deg,10.0,center_only,1664.347,-0.01799832339870927
SiC_10deg,10.0,center_only,1666.347,-0.018539135016136687
SiC_10deg,10.0,center_only,1668.347,-0.01900832418958065
SiC_10deg,10.0,center_only,1670.347,-0.019316857668211368
SiC_10deg,10.0,center_only,1672.347,-0.019620030661779836
SiC_10deg,10.0,center_only,1674.347,-0.020152753712402216
SiC_10deg,10.0,center_only,1676.347,-0.0202718393949749
SiC_10deg,10.0,center_only,1678.347,-0.02072641165576325
SiC_10deg,10.0,center_only,1680.347,-0.02106332480036907
SiC_10deg,10.0,center_only,1682.347,-0.02152101876966367
SiC_10deg,10.0,center_only,1684.347,-0.02175429400277451
SiC_10deg,10.0,center_only,1686.347,-0.022064273072153306
SiC_10deg,10.0,center_only,1688.347,-0.022539678822650233
SiC_10deg,10.0,center_only,1690.347,-0.022920362320286047
SiC_10deg,10.0,center_only,1692.347,-0.02299905511354053
SiC_10deg,10.0,center_only,1694.347,-0.023215840098294388
SiC_10deg,10.0,center_only,1696.347,-0.02347811232616992
SiC_10deg,10.0,center_only,1698.347,-0.023612425375472784
SiC_10deg,10.0,center_only,1700.347,-0.023777836224720655
SiC_10deg,10.0,center_only,1702.347,-0.02415102530763044
SiC_10deg,10.0,center_only,1704.347,-0.02441948104563163
SiC_10deg,10.0,center_only,1706.347,-0.024296383968003904
SiC_10deg,10.0,center_only,1708.347,-0.024379658869648213
SiC_10deg,10.0,center_only,1710.347,-0.024437481738958267
SiC_10deg,10.0,center_only,1712.347,-0.024603813759710352
SiC_10deg,10.0,center_only,1714.347,-0.024668258648501862
SiC_10deg,10.0,center_only,1716.347,-0.024273081577547456
SiC_10deg,10.0,center_only,1718.347,-0.024209907641862843
SiC_10deg,10.0,center_only,1720.347,-0.024298317648916795
SiC_10deg,10.0,center_only,1722.347,-0.0242918415219458
SiC_10deg,10.0,center_only,1724.347,-0.02414752370783796
SiC_10deg,10.0,center_only,1726.347,-0.024069744224435474
SiC_10deg,10.0,center_only,1728.347,-0.023765408936676113
SiC_10deg,10.0,center_only,1730.347,-0.02366940632651013
SiC_10deg,10.0,center_only,1732.347,-0.023410802636468636
SiC_10deg,10.0,center_only,1734.347,-0.02295692744891678
SiC_10deg,10.0,center_only,1736.347,-0.02252039153626123
SiC_10deg,10.0,center_only,1738.347,-0.022137200570493537
SiC_10deg,10.0,center_only,1740.347,-0.021952251467174055
SiC_10deg,10.0,center_only,1742.347,-0.02156123011933761
SiC_10deg,10.0,center_only,1744.347,-0.021340023047879436
SiC_10deg,10.0,center_only,1746.347,-0.021036056238958323
SiC_10deg,10.0,center_only,1748.347,-0.020357969276717597
SiC_10deg,10.0,center_only,1750.347,-0.019646553961573693
SiC_10deg,10.0,center_only,1752.347,-0.019215889500161593
SiC_10deg,10.0,center_only,1754.347,-0.01873680158559024
SiC_10deg,10.0,center_only,1756.347,-0.018077216644352467
SiC_10deg,10.0,center_only,1758.347,-0.01763690812194582
SiC_10deg,10.0,center_only,1760.347,-0.017157800394560024
SiC_10deg,10.0,center_only,1762.347,-0.016459597455776576
SiC_10deg,10.0,center_only,1764.347,-0.015858828859290214
SiC_10deg,10.0,center_only,1766.347,-0.015189110319337673
SiC_10deg,10.0,center_only,1768.347,-0.014881314131074463
SiC_10deg,10.0,center_only,1770.347,-0.01418077019462724
SiC_10deg,10.0,center_only,1772.347,-0.013123887466344158
SiC_10deg,10.0,center_only,1774.347,-0.01250707826717401
SiC_10deg,10.0,center_only,1776.347,-0.012058053859497653
SiC_10deg,10.0,center_only,1778.347,-0.011687059475265327
SiC_10deg,10.0,center_only,1780.347,-0.010977308693730065
SiC_10deg,10.0,center_only,1782.347,-0.010518512118211393
SiC_10deg,10.0,center_only,1784.347,-0.009869467271115984
SiC_10deg,10.0,center_only,1786.347,-0.009430795135223852
SiC_10deg,10.0,center_only,1788.347,-0.009096311011572378
SiC_10deg,10.0,center_only,1790.347,-0.008472099138543299
SiC_10deg,10.0,center_only,1792.347,-0.007662719720701011
SiC_10deg,10.0,center_only,1794.347,-0.006949714789165812
SiC_10deg,10.0,center_only,1796.347,-0.0068004145509914515
SiC_10deg,10.0,center_only,1798.347,-0.00629715725763047
SiC_10deg,10.0,center_only,1800.347,-0.005945709811364885
SiC_10deg,10.0,center_only,1802.347,-0.005310397665929223
SiC_10deg,10.0,center_only,1804.347,-0.005039144522775707
SiC_10deg,10.0,center_only,1806.347,-0.0047264452003690505
SiC_10deg,10.0,center_only,1808.347,-0.00430862573937324
SiC_10deg,10.0,center_only,1810.347,-0.003677951074435415
SiC_10deg,10.0,center_only,1812.347,-0.0032062851962196826
SiC_10deg,10.0,center_only,1814.347,-0.002967093434393997
SiC_10deg,10.0,center_only,1816.347,-0.0026976105750578516
SiC_10deg,10.0,center_only,1818.347,-0.0025069587808669858
SiC_10deg,10.0,center_only,1820.347,-0.0022963595100208845
SiC_10deg,10.0,center_only,1822.347,-0.0019019818099126895
SiC_10deg,10.0,center_only,1824.347,-0.001750161673605588
SiC_10deg,10.0,center_only,1826.347,-0.0014720677686263228
SiC_10deg,10.0,center_only,1828.347,-0.001386046568847582
SiC_10deg,10.0,center_only,1830.347,-0.0012504615617798531
SiC_10deg,10.0,center_only,1832.347,-0.0011830812592902584
SiC_10deg,10.0,center_only,1834.347,-0.0011373113493317322
SiC_10deg,10.0,center_only,1836.347,-0.001112041033564104
SiC_10deg,10.0,center_only,1838.347,-0.0013744989999541213
SiC_10deg,10.0,center_only,1840.347,-0.0014794287223607594
SiC_10deg,10.0,center_only,1842.347,-0.0014086345796221755
SiC_10deg,10.0,center_only,1844.347,-0.001297259804725892
SiC_10deg,10.0,center_only,1846.347,-0.0011769688020288327
SiC_10deg,10.0,center_only,1848.347,-0.001412185334393995
SiC_10deg,10.0,center_only,1850.347,-0.0016644421723607528
SiC_10deg,10.0,center_only,1852.347,-0.0017423223912404473
SiC_10deg,10.0,center_only,1854.347,-0.002021506257215533
SiC_10deg,10.0,center_only,1856.347,-0.002213097724850399
SiC_10deg,10.0,center_only,1858.347,-0.00245345346385456
SiC_10deg,10.0,center_only,1860.347,-0.0027051765493317226
SiC_10deg,10.0,center_only,1862.347,-0.002897950325680243
SiC_10deg,10.0,center_only,1864.347,-0.003244481065099336
SiC_10deg,10.0,center_only,1866.347,-0.0033571242682114144
SiC_10deg,10.0,center_only,1868.347,-0.0036996788978794493
SiC_10deg,10.0,center_only,1870.347,-0.003985972581696806
SiC_10deg,10.0,center_only,1872.347,-0.00447250952941472
SiC_10deg,10.0,center_only,1874.347,-0.004917086698916773
SiC_10deg,10.0,center_only,1876.347,-0.005148425927962469
SiC_10deg,10.0,center_only,1878.347,-0.0053485907406180255
SiC_10deg,10.0,center_only,1880.347,-0.005906633609497641
SiC_10deg,10.0,center_only,1882.347,-0.0063272195231906525
SiC_10deg,10.0,center_only,1884.347,-0.0065192693333565865
SiC_10deg,10.0,center_only,1886.347,-0.006978622766352777
SiC_10deg,10.0,center_only,1888.347,-0.0074419881816968625
SiC_10deg,10.0,center_only,1890.347,-0.007809813746012223
SiC_10deg,10.0,center_only,1892.347,-0.008327892883564086
SiC_10deg,10.0,center_only,1894.347,-0.008799383647909081
SiC_10deg,10.0,center_only,1896.347,-0.009045264225680277
SiC_10deg,10.0,center_only,1898.347,-0.009386068837713424
SiC_10deg,10.0,center_only,1900.347,-0.00974133134974664
SiC_10deg,10.0,center_only,1902.347,-0.010419722005348298
SiC_10deg,10.0,center_only,1904.347,-0.01058371003397901
SiC_10deg,10.0,center_only,1906.347,-0.011037908142277786
SiC_10deg,10.0,center_only,1908.347,-0.01153716146966366
SiC_10deg,10.0,center_only,1910.347,-0.011622553885223846
SiC_10deg,10.0,center_only,1912.347,-0.012016742324435448
SiC_10deg,10.0,center_only,1914.347,-0.012351532037713497
SiC_10deg,10.0,center_only,1916.347,-0.012585348222153264
SiC_10deg,10.0,center_only,1918.347,-0.013012235413024653
SiC_10deg,10.0,center_only,1920.347,-0.013424098919456201
SiC_10deg,10.0,center_only,1922.347,-0.013692958384601467
SiC_10deg,10.0,center_only,1924.347,-0.014110112619456217
SiC_10deg,10.0,center_only,1926.347,-0.014372570206800578
SiC_10deg,10.0,center_only,1928.347,-0.014596332915721738
SiC_10deg,10.0,center_only,1930.347,-0.01470650397630266
SiC_10deg,10.0,center_only,1932.347,-0.014991852068003936
SiC_10deg,10.0,center_only,1934.347,-0.015016756485431298
SiC_10deg,10.0,center_only,1936.347,-0.01516478718833586
SiC_10deg,10.0,center_only,1938.347,-0.015340472935638755
SiC_10deg,10.0,center_only,1940.347,-0.015536959415514279
SiC_10deg,10.0,center_only,1942.347,-0.015676039531696856
SiC_10deg,10.0,center_only,1944.347,-0.0157321608661449
SiC_10deg,10.0,center_only,1946.347,-0.015679574077962416
SiC_10deg,10.0,center_only,1948.347,-0.01584035474231904
SiC_10deg,10.0,center_only,1950.347,-0.015935771255970732
SiC_10deg,10.0,center_only,1952.347,-0.01590912779759851
SiC_10deg,10.0,center_only,1954.347,-0.01572113833812841
SiC_10deg,10.0,center_only,1956.347,-0.015699346756800597
SiC_10deg,10.0,center_only,1958.347,-0.015421252346427133
SiC_10deg,10.0,center_only,1960.347,-0.015480290663230006
SiC_10deg,10.0,center_only,1962.347,-0.015350579702028772
SiC_10deg,10.0,center_only,1964.347,-0.01514826123148938
SiC_10deg,10.0,center_only,1966.347,-0.014935522753688563
SiC_10deg,10.0,center_only,1968.347,-0.014875781534808896
SiC_10deg,10.0,center_only,1970.347,-0.014387795733564135
SiC_10deg,10.0,center_only,1972.347,-0.014374477186832435
SiC_10deg,10.0,center_only,1974.347,-0.013960990390410571
SiC_10deg,10.0,center_only,1976.347,-0.01358221467111595
SiC_10deg,10.0,center_only,1978.347,-0.013448247444352468
SiC_10deg,10.0,center_only,1980.347,-0.013306336804518454
SiC_10deg,10.0,center_only,1982.347,-0.013069245456593132
SiC_10deg,10.0,center_only,1984.347,-0.012741809595804704
SiC_10deg,10.0,center_only,1986.347,-0.012140196060535013
SiC_10deg,10.0,center_only,1988.347,-0.01171778494227782
SiC_10deg,10.0,center_only,1990.347,-0.011068890579414736
SiC_10deg,10.0,center_only,1992.347,-0.010749049812194794
SiC_10deg,10.0,center_only,1994.347,-0.010344694765929224
SiC_10deg,10.0,center_only,1996.347,-0.010081922651406394
SiC_10deg,10.0,center_only,1998.347,-0.009842308094767382
SiC_10deg,10.0,center_only,2000.347,-0.009400135654933361
SiC_10deg,10.0,center_only,2002.347,-0.008624728422443245
SiC_10deg,10.0,center_only,2004.347,-0.008153131260120072
SiC_10deg,10.0,center_only,2006.347,-0.007837218675859403
SiC_10deg,10.0,center_only,2008.347,-0.007260700371945844
SiC_10deg,10.0,center_only,2010.347,-0.0068841415750312
SiC_10deg,10.0,center_only,2012.347,-0.00640488289870933
SiC_10deg,10.0,center_only,2014.347,-0.005980906744182363
SiC_10deg,10.0,center_only,2016.347,-0.005477927803896054
SiC_10deg,10.0,center_only,2018.347,-0.005068322990766233
SiC_10deg,10.0,center_only,2020.347,-0.00449304896053504
SiC_10deg,10.0,center_only,2022.347,-0.0039659239937300805
SiC_10deg,10.0,center_only,2024.347,-0.0034863302978793698
SiC_10deg,10.0,center_only,2026.347,-0.003149651470890441
SiC_10deg,10.0,center_only,2028.347,-0.0026782137418628893
SiC_10deg,10.0,center_only,2030.347,-0.0023057164679918807
SiC_10deg,10.0,center_only,2032.347,-0.0019555457399956233
SiC_10deg,10.0,center_only,2034.347,-0.001561522208460342
SiC_10deg,10.0,center_only,2036.347,-0.0010449491547259437
SiC_10deg,10.0,center_only,2038.347,-0.0006094555119872669
SiC_10deg,10.0,center_only,2040.347,-0.00031582914580474686
SiC_10deg,10.0,center_only,2042.347,6.954877183007468e-05
SiC_10deg,10.0,center_only,2044.347,0.0004418066012907007
SiC_10deg,10.0,center_only,2046.347,0.0007248289046101475
SiC_10deg,10.0,center_only,2048.3469999999998,0.0009333235799213191
SiC_10deg,10.0,center_only,2050.3469999999998,0.001214083034070751
SiC_10deg,10.0,center_only,2052.3469999999998,0.0015024135274315509
SiC_10deg,10.0,center_only,2054.3469999999998,0.001548706183033266
SiC_10deg,10.0,center_only,2056.3469999999998,0.0020951024683030783
SiC_10deg,10.0,center_only,2058.3469999999998,0.0023124210369753484
SiC_10deg,10.0,center_only,2060.3469999999998,0.0022930365906002614
SiC_10deg,10.0,center_only,2062.3469999999998,0.0025430695411247373
SiC_10deg,10.0,center_only,2064.3469999999998,0.00269407766534141
SiC_10deg,10.0,center_only,2066.3469999999998,0.00298623915730728
SiC_10deg,10.0,center_only,2068.3469999999998,0.003086042432825953
SiC_10deg,10.0,center_only,2070.3469999999998,0.003204537173074923
SiC_10deg,10.0,center_only,2072.3469999999998,0.003279861946500956
SiC_10deg,10.0,center_only,2074.3469999999998,0.0032040196683031374
SiC_10deg,10.0,center_only,2076.3469999999998,0.0033112936816975524
SiC_10deg,10.0,center_only,2078.3469999999998,0.003335025000045899
SiC_10deg,10.0,center_only,2080.3469999999998,0.0033766275131676404
SiC_10deg,10.0,center_only,2082.3469999999998,0.0032592459465189683
SiC_10deg,10.0,center_only,2084.3469999999998,0.0033574490897722298
SiC_10deg,10.0,center_only,2086.3469999999998,0.0031178083564773196
SiC_10deg,10.0,center_only,2088.3469999999998,0.0031273516732091278
SiC_10deg,10.0,center_only,2090.3469999999998,0.0031468287068923684
SiC_10deg,10.0,center_only,2092.3469999999998,0.0030665956330333255
SiC_10deg,10.0,center_only,2094.3469999999998,0.002583258806684696
SiC_10deg,10.0,center_only,2096.3469999999998,0.0028780345203779645
SiC_10deg,10.0,center_only,2098.3469999999998,0.00245151973614538
SiC_10deg,10.0,center_only,2100.3469999999998,0.0022885816326184694
SiC_10deg,10.0,center_only,2102.3469999999998,0.0020825988398800177
SiC_10deg,10.0,center_only,2104.3469999999998,0.0019250597581371431
SiC_10deg,10.0,center_only,2106.3469999999998,0.0015904997749422167
SiC_10deg,10.0,center_only,2108.3469999999998,0.001418007572245028
SiC_10deg,10.0,center_only,2110.3469999999998,0.0011390163680956855
SiC_10deg,10.0,center_only,2112.3469999999998,0.0010102631386351146
SiC_10deg,10.0,center_only,2114.3469999999998,0.0006181527730749203
SiC_10deg,10.0,center_only,2116.3469999999998,0.0001662893795064957
SiC_10deg,10.0,center_only,2118.3469999999998,-0.0001075804543272385
SiC_10deg,10.0,center_only,2120.3469999999998,-0.00033302193563880533
SiC_10deg,10.0,center_only,2122.3469999999998,-0.0005721922976719418
SiC_10deg,10.0,center_only,2124.3469999999998,-0.0009523621198711807
SiC_10deg,10.0,center_only,2126.3469999999998,-0.0012072537240205294
SiC_10deg,10.0,center_only,2128.3469999999998,-0.001431314975472775
SiC_10deg,10.0,center_only,2130.3469999999998,-0.0018840789679917813
SiC_10deg,10.0,center_only,2132.3469999999998,-0.002293535096634547
SiC_10deg,10.0,center_only,2134.3469999999998,-0.0027288195364685575
SiC_10deg,10.0,center_only,2136.3469999999998,-0.0030199453763025685
SiC_10deg,10.0,center_only,2138.3469999999998,-0.0033709450325266344
SiC_10deg,10.0,center_only,2140.3469999999998,-0.0037528194433150697
SiC_10deg,10.0,center_only,2142.3469999999998,-0.004054571955983577
SiC_10deg,10.0,center_only,2144.3469999999998,-0.004362749409082739
SiC_10deg,10.0,center_only,2146.3469999999998,-0.004826338045838596
SiC_10deg,10.0,center_only,2148.3469999999998,-0.005114184577132502
SiC_10deg,10.0,center_only,2150.3469999999998,-0.005327511719041278
SiC_10deg,10.0,center_only,2152.3469999999998,-0.005575864691655358
SiC_10deg,10.0,center_only,2154.3469999999998,-0.00577288983563895
SiC_10deg,10.0,center_only,2156.3469999999998,-0.006328332526925079
SiC_10deg,10.0,center_only,2158.3469999999998,-0.006630506298086841
SiC_10deg,10.0,center_only,2160.3469999999998,-0.006722904182526773
SiC_10deg,10.0,center_only,2162.3469999999998,-0.007162657831489255
SiC_10deg,10.0,center_only,2164.3469999999998,-0.0073736239922776725
SiC_10deg,10.0,center_only,2166.3469999999998,-0.00766166676738142
SiC_10deg,10.0,center_only,2168.3469999999998,-0.00815656830368841
SiC_10deg,10.0,center_only,2170.3469999999998,-0.00832327693563878
SiC_10deg,10.0,center_only,2172.3469999999998,-0.008505014409497691
SiC_10deg,10.0,center_only,2174.3469999999998,-0.008307775299539077
SiC_10deg,10.0,center_only,2176.3469999999998,-0.008667205311157278
SiC_10deg,10.0,center_only,2178.3469999999998,-0.008985831235638758
SiC_10deg,10.0,center_only,2180.3469999999998,-0.009254405449124314
SiC_10deg,10.0,center_only,2182.3469999999998,-0.00930770695431088
SiC_10deg,10.0,center_only,2184.3469999999998,-0.009302122895804787
SiC_10deg,10.0,center_only,2186.3469999999998,-0.00943142475763048
SiC_10deg,10.0,center_only,2188.3469999999998,-0.009611305726302616
SiC_10deg,10.0,center_only,2190.3469999999998,-0.009621402758667769
SiC_10deg,10.0,center_only,2192.3469999999998,-0.009830170676302652
SiC_10deg,10.0,center_only,2194.3469999999998,-0.009751083216966605
SiC_10deg,10.0,center_only,2196.3469999999998,-0.009703793891862877
SiC_10deg,10.0,center_only,2198.3469999999998,-0.009659122660535091
SiC_10deg,10.0,center_only,2200.3469999999998,-0.00968437863362337
SiC_10deg,10.0,center_only,2202.3469999999998,-0.009728698639788036
SiC_10deg,10.0,center_only,2204.3469999999998,-0.009821101365313306
SiC_10deg,10.0,center_only,2206.3469999999998,-0.009691732131074493
SiC_10deg,10.0,center_only,2208.3469999999998,-0.009586600641862786
SiC_10deg,10.0,center_only,2210.3469999999998,-0.00945168865763052
SiC_10deg,10.0,center_only,2212.3469999999998,-0.009227403382526755
SiC_10deg,10.0,center_only,2214.3469999999998,-0.009046407539995693
SiC_10deg,10.0,center_only,2216.3469999999998,-0.008975073390617927
SiC_10deg,10.0,center_only,2218.3469999999998,-0.008839827612817208
SiC_10deg,10.0,center_only,2220.3469999999998,-0.00859241765389604
SiC_10deg,10.0,center_only,2222.3469999999998,-0.00848842913688344
SiC_10deg,10.0,center_only,2224.3469999999998,-0.00826768870348113
SiC_10deg,10.0,center_only,2226.3469999999998,-0.007990483929829734
SiC_10deg,10.0,center_only,2228.3469999999998,-0.007845224989580707
SiC_10deg,10.0,center_only,2230.3469999999998,-0.0074819455951823655
SiC_10deg,10.0,center_only,2232.3469999999998,-0.0073469324812819314
SiC_10deg,10.0,center_only,2234.3469999999998,-0.007075623837298428
SiC_10deg,10.0,center_only,2236.3469999999998,-0.006681269509912713
SiC_10deg,10.0,center_only,2238.3469999999998,-0.006441222886261144
SiC_10deg,10.0,center_only,2240.3469999999998,-0.0059723263968422535
SiC_10deg,10.0,center_only,2242.3469999999998,-0.005567734983356609
SiC_10deg,10.0,center_only,2244.3469999999998,-0.0052181117431076285
SiC_10deg,10.0,center_only,2246.3469999999998,-0.004924148710327675
SiC_10deg,10.0,center_only,2248.3469999999998,-0.004415043185016371
SiC_10deg,10.0,center_only,2250.3469999999998,-0.0041110811601200725
SiC_10deg,10.0,center_only,2252.3469999999998,-0.0037665613576304546
SiC_10deg,10.0,center_only,2254.3469999999998,-0.0034090791229832995
SiC_10deg,10.0,center_only,2256.3469999999998,-0.002858304992692684
SiC_10deg,10.0,center_only,2258.3469999999998,-0.0026973981289999116
SiC_10deg,10.0,center_only,2260.3469999999998,-0.002274369748086952
SiC_10deg,10.0,center_only,2262.3469999999998,-0.0020864580715503622
SiC_10deg,10.0,center_only,2264.3469999999998,-0.0015019143953898806
SiC_10deg,10.0,center_only,2266.3469999999998,-0.0011527661009914925
SiC_10deg,10.0,center_only,2268.3469999999998,-0.0007639531846014569
SiC_10deg,10.0,center_only,2270.3469999999998,-0.000579136156604737
SiC_10deg,10.0,center_only,2272.3469999999998,-0.0001269155121947918
SiC_10deg,10.0,center_only,2274.3469999999998,0.0002543669097968826
SiC_10deg,10.0,center_only,2276.3469999999998,0.0006631056448591077
SiC_10deg,10.0,center_only,2278.3469999999998,0.0009634498813734516
SiC_10deg,10.0,center_only,2280.3469999999998,0.0014981243811661715
SiC_10deg,10.0,center_only,2282.3469999999998,0.0018117302059211249
SiC_10deg,10.0,center_only,2284.3469999999998,0.002130266615813503
SiC_10deg,10.0,center_only,2286.3469999999998,0.0023003577278467857
SiC_10deg,10.0,center_only,2288.3469999999998,0.002404209724942208
SiC_10deg,10.0,center_only,2290.3469999999998,0.0026186724678881335
SiC_10deg,10.0,center_only,2292.3469999999998,0.0028024598685106594
SiC_10deg,10.0,center_only,2294.3469999999998,0.0031290812792990064
SiC_10deg,10.0,center_only,2296.3469999999998,0.003432640126186881
SiC_10deg,10.0,center_only,2298.3469999999998,0.0037065696614566324
SiC_10deg,10.0,center_only,2300.3469999999998,0.003725085456892263
SiC_10deg,10.0,center_only,2302.3469999999998,0.003974224813323907
SiC_10deg,10.0,center_only,2304.3469999999998,0.0041069650000459534
SiC_10deg,10.0,center_only,2306.3469999999998,0.004332255866643403
SiC_10deg,10.0,center_only,2308.3469999999998,0.004509753242784492
SiC_10deg,10.0,center_only,2310.3469999999998,0.004662959776394443
SiC_10deg,10.0,center_only,2312.3469999999998,0.004564984017473239
SiC_10deg,10.0,center_only,2314.3469999999998,0.004713608413738801
SiC_10deg,10.0,center_only,2316.3469999999998,0.004814379689672521
SiC_10deg,10.0,center_only,2318.3469999999998,0.004952352933655868
SiC_10deg,10.0,center_only,2320.3469999999998,0.004941532926370923
SiC_10deg,10.0,center_only,2322.3469999999998,0.0053225846417469524
SiC_10deg,10.0,center_only,2324.3469999999998,0.005159826142153018
SiC_10deg,10.0,center_only,2326.3469999999998,0.005034766677639135
SiC_10deg,10.0,center_only,2328.3469999999998,0.0048592731705173475
SiC_10deg,10.0,center_only,2330.3469999999998,0.004796925242576994
SiC_10deg,10.0,center_only,2332.3469999999998,0.004663370359589358
SiC_10deg,10.0,center_only,2334.3469999999998,0.004886514310419421
SiC_10deg,10.0,center_only,2336.3469999999998,0.005011888251262836
SiC_10deg,10.0,center_only,2338.3469999999998,0.0047748794319960874
SiC_10deg,10.0,center_only,2340.3469999999998,0.004454511724761967
SiC_10deg,10.0,center_only,2342.3469999999998,0.0039234899631165054
SiC_10deg,10.0,center_only,2344.3469999999998,0.00391907979174716
SiC_10deg,10.0,center_only,2346.3469999999998,0.004048383929714017
SiC_10deg,10.0,center_only,2348.3469999999998,0.004181685756062453
SiC_10deg,10.0,center_only,2350.3469999999998,0.0038704231095894603
SiC_10deg,10.0,center_only,2352.3469999999998,0.0037423952033653896
SiC_10deg,10.0,center_only,2354.3469999999998,0.0034677375902948393
